Filename,AI,Source
py_from_java_lambda_attempt_1/16800.java_0.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/9775.java_1.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/721.java_2.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/16732.java_3.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/310.java_4.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/3064.java_5.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/6262.java_6.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/1436.java_7.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/10208.java_8.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/5075.java_9.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/6032.java_10.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/12916.java_11.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/18939.java_12.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/17899.java_13.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/7723.java_14.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/4266.java_15.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/4574.java_16.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/13715.java_17.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/1596.java_18.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/17297.java_19.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/14565.java_20.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/3120.java_21.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/11292.java_22.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/13188.java_23.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/10361.java_24.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/257.java_25.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/11039.java_26.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/5332.java_27.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/19794.java_28.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/19151.java_29.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/7203.java_30.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/12333.java_31.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/7299.java_32.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/7135.java_33.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/14694.java_34.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/11541.java_35.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/17654.java_36.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/3611.java_37.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/12136.java_38.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/19703.java_39.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/1492.java_40.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/18214.java_41.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/4061.java_42.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/2842.java_43.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/2483.java_44.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/3861.java_45.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/9642.java_46.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/12674.java_47.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/5977.java_48.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/281.java_49.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/3975.java_50.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/9321.java_51.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/6854.java_52.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/3242.java_53.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/3606.java_54.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/9281.java_55.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
py_from_java_lambda_attempt_1/14880.java_56.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
