Filename,AI,Comments
17220.java_0.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
9666.java_2.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
17238.java_3.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
14691.java_4.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
15064.java_5.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
18400.java_6.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
1162.java_7.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
7141.java_8.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
1893.java_9.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
13372.java_10.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
11289.java_11.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
4357.java_12.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
10948.java_13.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
2906.java_14.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
7227.java_15.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
6927.java_16.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
19265.java_17.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
16111.java_18.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
17490.java_19.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
13814.java_20.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
5673.java_21.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
3488.java_22.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
4746.java_23.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
6071.java_24.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
1202.java_25.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
5548.java_26.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
15880.java_27.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
9396.java_28.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
4392.java_29.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
7387.java_30.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
9170.java_32.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
7708.java_33.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
8812.java_34.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
17993.java_35.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
1236.java_36.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
17978.java_37.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
6902.java_38.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
10098.java_40.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
3289.java_42.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
9877.java_43.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
4189.java_44.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
10071.java_45.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
15796.java_46.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
14263.java_47.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
8575.java_48.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
16236.java_49.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
6382.java_50.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
12566.java_51.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
14368.java_52.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
13570.java_53.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
7358.java_54.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
2311.java_55.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
8075.java_56.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
15607.java_57.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
2728.java_58.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
14331.java_59.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
15406.java_60.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
1816.java_61.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
2189.java_62.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
5250.java_63.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
7876.java_64.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
19774.java_65.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
15025.java_66.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
14451.java_67.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
1832.java_68.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
19772.java_69.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
14730.java_70.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
6878.java_71.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
5694.java_72.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
16132.java_73.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
19987.java_74.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
7655.java_75.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
10853.java_76.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
18516.java_77.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
6147.java_78.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
12693.java_79.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
15274.java_80.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
16297.java_81.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
8633.java_82.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
4079.java_83.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
7027.java_84.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
